Sols;Na2O;MgO;Al2O3;SiO2;P2O5;SO3;Cl;K2O;CaO;TiO2;Cr2O3;MnO;FeO;Ni;Zn;Br;Amorphous;Pyroxene;Sulfate;Magnetite;Hematite;Feldspar;Plagioclase;Clay;Rank;Latitude;Longitude
1533;2.26;4.76;8.3;43.74;0.67;10.58;1.05;0.72;7.54;1.01;0.35;0.19;18.59;929;648;36;49.63;1.07;6.42;0;5.13;1.53;20.44;15.79;387;-4.706322591;137.3567012
1537;1.2;2.4;2.57;11.94;0.51;44.13;0.58;0.07;31.87;0.12;0.11;0.03;4.43;126;69;28;48.39;1.85;6.42;0;5.13;1.98;20.44;15.79;388;-4.706322591;137.3567012
1552;2.18;3.99;7.87;45.18;1;13.05;0.79;0.98;7.39;0.96;0.31;0.09;15.93;460;351;117;47.67;1.28;6.73;0;5.13;1.98;20.32;16.89;389;-4.706322591;137.3567012
1552;2.37;4.62;9.52;52.91;0.93;4.16;0.99;0.95;2.99;1.16;0.41;0.1;18.67;672;511;142;46.42;1.28;6.73;0;5.13;1.94;20.32;18.18;390;-4.706322591;137.3567012
1566;2.86;6.08;9.13;46.44;1.03;5.85;2.97;0.68;3.36;1.06;0.3;0.16;19.66;801;717;1430;46.67;1.28;6.73;0;5.2;2.05;19.89;18.18;391;-4.706199975;137.3567276
1566;2.62;5.96;9.13;44.8;1;6.29;2.38;0.83;3.75;1.01;0.32;0.18;21.39;749;645;1352;45.67;1.28;6.82;0;5.2;2.05;19.61;19.37;392;-4.706199975;137.3567276
1567;2.77;6.32;9.86;47.45;1.03;5.3;2.46;0.75;3.21;1.08;0.4;0.17;18.86;709;673;1334;45.84;1.85;6.73;0;5.39;2.38;19.63;18.18;393;-4.706199975;137.3567276
1569;2.72;5.94;8.77;44.47;1.33;6.45;2.66;0.81;3.42;1.06;0.31;0.16;21.5;746;689;1323;45.59;2.6;6.42;0;5.51;2.68;19.89;17.31;394;-4.706199975;137.3567276
1569;2.95;6.34;9.14;44.34;0.99;7.43;2.68;0.84;4.27;0.98;0.41;0.19;19.05;660;586;1147;45.28;3.19;6.4;0;5.51;2.68;19.63;17.31;395;-4.706199975;137.3567276
1570;3.22;5.86;7.54;34.04;0.87;13.34;2.51;2.29;3.95;0.75;0.33;0.2;24.83;477;405;928;45.36;3.19;6.32;0;5.51;2.68;19.63;17.31;396;-4.706199975;137.3567276
1571;2.55;6.26;8.49;42.91;1.19;7.94;2.12;0.82;3.58;0.95;0.27;0.17;22.37;770;666;1398;44.4;3.89;6.03;0;5.31;2.68;19.51;18.18;397;-4.706199975;137.3567276
1572;2.27;5.64;8.93;48.03;1.38;5.24;1.41;0.88;2.44;1.06;0.3;0.13;22.01;1129;676;294;43.9;5.33;5.95;0;5.31;2.7;19.51;17.31;398;-4.706375193;137.3569496
1576;2.34;7.07;8.41;46.31;0.75;9.04;1.17;0.97;2.53;1.01;0.3;0.16;19.64;1091;681;115;44.09;5.33;5.95;0;5.51;2.74;19.63;16.75;399;-4.706670176;137.3572753
1577;2.33;5.04;8.9;50.03;0.97;3.26;1.06;0.99;2.8;1.07;0.35;0.16;22.41;1104;850;262;43.69;5.33;5.95;0;5.63;3.03;19.63;16.75;400;-4.707038765;137.3576083
1581;2.02;5.69;6.49;32.78;4.22;15.35;1.13;0.54;9.17;0.69;0.24;0.22;21.26;434;832;222;42.33;6.52;5.95;0;5.51;3.02;19.51;17.16;401;-4.707794466;137.3584178
1581;2.29;6.61;8.46;46.72;1.14;6.16;1.37;0.88;3.65;1.06;0.32;0.19;20.83;798;1509;355;42.01;6.52;5.95;0;5.58;3.27;19.51;17.16;402;-4.707794466;137.3584178
1584;2.36;6.18;8.66;48.64;0.92;4.55;1.97;0.88;3.32;1.14;0.32;0.17;20.48;810;1864;643;42.35;6.52;5.95;0;5.58;3.35;19.51;16.74;403;-4.708712818;137.3585251
1586;2.46;5.97;8.42;47.52;1.07;5.32;1.59;0.82;3.62;1.09;0.33;0.18;21.15;875;1823;703;42.07;6.52;5.95;0;5.75;3.47;19.51;16.74;404;-4.709447752;137.3586211
1586;2.25;6.5;8.69;49.1;0.83;6.46;1.29;0.94;2.42;1.09;0.32;0.16;19.61;991;1518;326;42.07;6.52;5.95;0;5.75;3.47;19.51;16.74;405;-4.709447752;137.3586211
1589;2.44;6.11;8.25;45.5;1.1;6.79;2.16;0.74;4.07;1.04;0.26;0.23;20.91;734;1739;863;42.89;6.52;5.95;0;5.75;3.47;19.51;15.91;406;-4.709900795;137.3587087
1589;2.69;6.06;8.44;47.49;1.04;4.99;2.56;0.86;3.2;1.06;0.3;0.2;20.66;865;1754;791;43.59;6.8;5.89;0;5.75;3.47;19.63;14.87;407;-4.709900795;137.3587087
1591;2.32;5.35;8.97;49.88;0.95;3.67;0.95;0.84;2.91;1.06;0.33;0.16;22.18;935;1537;156;44.37;6.88;5.77;0;5.58;3.47;19.77;14.16;408;-4.710380882;137.3586245
1591;2.24;5;8.41;47.33;0.9;6.6;1.14;0.8;4.15;1.15;0.34;0.15;21.46;945;1510;171;44.7;7.12;5.62;0;5.5;3.35;19.77;13.93;409;-4.710380882;137.3586245
1593;2.67;5.68;8.4;46.69;0.86;6.12;2.46;0.86;3.42;1.04;0.32;0.18;20.83;890;1912;582;44.72;7.73;5.46;0;5.41;3.35;19.91;13.41;410;-4.710432051;137.3585665
1593;2.59;5.97;8.75;47.72;0.81;5.46;2.13;0.84;3.36;1.1;0.31;0.19;20.38;878;1920;517;44.51;8.2;5.38;0;5.18;3.27;20.05;13.41;411;-4.710432051;137.3585665
1596;2.44;5.88;9.34;49.35;0.98;4.09;1.41;0.96;2.6;1.11;0.36;0.16;20.89;861;1740;207;44.69;8.87;5.22;0.03;5.18;3.27;20.18;12.56;412;-4.710716168;137.3582374
1598;2.92;5.33;9;48.06;1.27;3.73;1.65;1;3.28;1.04;0.39;0.2;21.68;775;1214;787;43.75;9.87;4.96;0.44;5.18;3.34;20.43;12.02;413;-4.710789033;137.3578956
1600;2.55;5.71;8.31;46.24;1.46;6.64;1.9;0.82;4.32;1.05;0.3;0.19;20.15;793;1214;791;45.1;8.87;5.22;0.03;4.86;3.17;20.18;12.56;414;-4.711008266;137.3574724
1600;2.92;8.15;8.71;44.97;0.85;3.06;0.69;2.01;6.11;1.04;0.4;0.41;20.43;368;1312;134;45.56;8.87;5.22;0.03;4.68;2.9;20.18;12.56;415;-4.711008266;137.3574724
1602;2.32;9.28;9.09;44.26;0.74;3.1;0.47;0.39;7.35;1.06;0.64;0.44;20.73;418;228;19;46.3;8.87;5.22;0.03;4.41;2.56;20.05;12.56;416;-4.711185222;137.3571864
1602;2.53;9.76;9.1;44.09;0.77;2.96;0.45;0.41;7.25;1.02;0.66;0.44;20.46;457;228;24;46.94;8.87;5.22;0.03;4.14;2.06;20.18;12.56;417;-4.711185222;137.3571864
1603;2.44;10.97;8.57;43.93;0.74;2.61;0.44;0.37;6.94;0.88;0.45;0.43;21.11;706;175;35;47.91;8.87;5.22;0.52;3.56;1.76;20.15;12.02;418;-4.711185222;137.3571864
1606;2.33;7.27;8.74;47.96;0.87;5.47;1.36;0.78;3.42;1.07;0.34;0.17;19.87;850;1674;270;46.75;10.01;4.93;1.47;2.95;1.7;20.18;12.01;419;-4.71036391;137.3578209
1606;2.31;7.81;10.02;42.24;0.74;4.73;0.74;0.16;9.89;0.76;0.38;0.44;19.7;130;97;50;46.96;10.01;4.93;1.47;2.95;1.7;20.18;11.8;420;-4.71036391;137.3578209
1609;2.61;9.36;9.08;46.11;0.77;2.63;1.32;0.29;6.44;0.88;0.5;0.37;19.43;351;455;200;46.96;10.01;4.93;1.47;2.95;1.7;20.18;11.8;421;-4.71033;137.3577158
1609;2.31;6.25;8.86;49.73;1.28;3.7;1.35;0.86;3.1;1.12;0.32;0.15;20.59;824;1582;369;47.09;10.01;4.93;1.47;2.95;1.7;20.05;11.8;422;-4.71033;137.3577158
1614;2.19;5.22;7.97;43.25;1.22;10.96;1.05;0.82;7.15;1.01;0.27;0.17;18.46;743;1021;92;47.48;10.01;4.93;0.95;2.95;1.7;19.97;12.01;423;-4.711296214;137.3585242
1614;2.44;5.27;7.88;43.06;0.95;11.27;1.36;0.86;6.89;1.02;0.28;0.13;18.32;787;1045;134;48.75;8.87;5.3;0;2.95;1.7;19.87;12.56;424;-4.711296214;137.3585242
1614;2.16;5.54;7.98;43.71;1.04;10.69;1.11;0.9;6.16;1;0.3;0.15;18.99;771;1130;113;48.13;10.01;4.81;1.25;2.35;1.7;19.83;11.91;425;-4.711296214;137.3585242
1614;2.25;5.8;8.18;42.59;1.03;10.93;0.86;0.72;8;0.93;0.34;0.2;17.95;646;855;72;47.7;10.01;4.81;1.25;2.35;1.71;19.6;12.56;426;-4.711296214;137.3585242
1618;2.41;9.73;8.67;43.35;0.75;3.02;0.49;0.39;7.18;1.13;0.79;0.45;21.52;435;213;19;49.72;7.83;5.57;0;2.35;1.71;19.42;13.4;427;-4.711430723;137.3585362
1618;2.43;9.75;8.91;43.97;0.77;2.99;0.47;0.39;7.28;1.02;0.63;0.45;20.82;431;211;20;49.72;7.83;5.57;0;2.35;1.71;19.42;13.4;428;-4.711430723;137.3585362
1630;2.24;4.71;9;51.35;0.93;3.14;0.75;0.98;2.64;1.2;0.35;0.17;22.07;1209;1259;70;50.05;6.67;5.57;0;2.95;1.77;19.6;13.4;429;-4.711659488;137.3588779
1632;2.51;5.77;7.91;42.27;1.94;5.52;2.15;0.7;3.58;1.01;0.27;0.39;25.6;824;1893;244;50.79;6.08;5.73;0.13;2.95;1.77;19.6;12.95;430;-4.712144198;137.3593452
1634;2.36;6.09;8.44;47.42;1.05;4.82;1.79;0.77;2.76;0.97;0.28;0.2;22.56;755;1776;328;49.65;6.08;5.81;0;3.56;1.98;19.6;13.33;431;-4.7125718;137.3591973
1634;2.31;6.01;8.26;46.43;0.95;6.9;1.8;0.79;3.75;1.04;0.28;0.18;20.96;728;1698;252;47.53;5.96;6.15;0;3.56;1.98;19.42;15.4;432;-4.7125718;137.3591973
1634;2.4;6.15;8.32;45.37;1.07;7.41;1.8;0.74;4.53;1.02;0.31;0.21;20.32;705;1556;303;48.34;5.96;6.15;0;2.95;1.77;19.42;15.4;433;-4.7125718;137.3591973
1637;2.53;9.71;8.85;43.49;0.75;3.09;0.46;0.38;7.11;1.08;0.71;0.43;21.3;454;244;21;51.02;6.08;5.81;0;2.35;1.81;19.6;13.33;434;-4.712933;137.3588314
1637;2.18;12.27;7.63;42.43;0.69;2.58;0.41;0.31;6.64;0.96;0.51;0.47;22.79;691;180;30;50.25;6.08;5.81;0;2.96;1.98;19.6;13.33;435;-4.712933;137.3588314
1638;2.24;5.55;6.65;35.78;1.98;17.02;1.39;0.53;11.27;0.84;0.28;0.29;15.92;443;999;558;50.23;6.08;5.68;0;3.2;2.23;19.76;12.82;436;-4.712933;137.3588314
1638;2.65;9.42;9.57;44.8;0.76;2.97;0.48;0.43;7.33;0.88;0.49;0.42;19.68;461;207;23;47.62;6.67;5.46;0.13;5.32;2.79;19.76;12.26;437;-4.712933;137.3588314
1640;2.41;6.4;9.39;51.09;0.71;4.28;1.08;0.8;2.76;1.12;0.32;0.16;19.16;840;1398;213;45.61;6.08;5.68;0;6.4;3.65;19.76;12.82;438;-4.71324708;137.3592201
1641;2.22;6.4;9.08;50.41;0.71;4.85;1.3;0.8;2.73;1.03;0.34;0.14;19.41;883;1446;260;44.72;6.08;5.79;0;6.4;4.09;19.6;13.33;439;-4.71324708;137.3592201
1644;2.39;6.45;8.62;48.75;0.97;4.49;1.46;0.83;2.92;1.05;0.33;0.18;21.2;909;1394;507;44.72;6.08;5.79;0;6.4;4.09;19.6;13.33;440;-4.713543935;137.3598427
1647;2.22;4.22;5.13;26.87;0.84;26.45;1.55;0.36;16.36;0.59;0.19;0.16;14.9;380;624;262;45.83;5.96;5.79;0;5.84;3.65;19.6;13.33;441;-4.7132943;137.3606505
1650;2.53;9.93;9.26;44.45;0.73;2.82;0.45;0.4;7.24;0.91;0.52;0.42;20.21;542;188;23;46.79;6.51;5.77;0;5.07;2.79;19.76;13.33;442;-4.713291584;137.3607741
1659;2.42;9.72;8.89;43.38;0.77;3.12;0.47;0.38;7.03;1.05;0.73;0.47;21.45;500;228;23;47.62;7.09;5.65;0;4.25;2.23;19.82;13.33;443;-4.713291584;137.3607741
1661;2.05;5.97;7.29;39.43;1;5.23;0.94;0.54;2.79;0.87;0.21;0.28;33.11;892;1061;81;48.74;7.09;5.65;0;3.21;2.1;19.88;13.33;444;-4.713454234;137.3603575
1661;2.41;6.34;8.92;48.85;1.17;4.68;1.01;0.78;2.82;1.03;0.3;0.33;21.05;955;1332;59;46.39;6.51;5.77;0;3.21;2.1;19.97;16.06;445;-4.713454234;137.3603575
1662;2.49;6.02;9.13;50.64;1.06;3.22;1.22;0.85;2.85;1.14;0.37;0.24;20.45;1041;1370;80;43.36;5.83;5.79;0;3.21;1.84;20.16;19.82;446;-4.713454234;137.3603575
1668;2.63;6.95;6.79;33.07;1.1;4.15;1.8;0.47;3.13;0.82;0.26;0.39;38.14;550;1391;479;43.22;5.83;5.79;0;3.21;1.84;20.29;19.82;447;-4.714011234;137.3602074
1668;2.31;7.93;7.89;44.37;1.8;4.67;1.53;0.68;2.4;0.91;0.28;0.49;24.14;830;2482;838;41.02;5.27;5.85;0;4.41;1.84;20.16;21.46;448;-4.714011234;137.3602074
1668;2.59;5.94;8.95;49.03;0.98;5.17;1.3;0.8;2.81;1.11;0.32;0.25;20.4;1005;1472;169;41.99;4.63;5.98;0;3.21;1.54;19.97;22.67;449;-4.714011234;137.3602074
1671;2.1;4.96;7.75;42.08;1.13;13.31;0.84;0.69;7.68;1.04;0.35;0.23;17.33;903;1033;71;40.28;4.37;6.14;0;3.21;1.54;19.88;24.59;450;-4.714410814;137.3604721
1677;2.5;7.23;8.24;45.95;0.97;7.39;2.34;0.78;2.8;1.04;0.32;0.26;19.68;779;1759;372;42.13;4.37;6.14;0;1.75;1.05;19.97;24.59;451;-4.7152783;137.3605087
1679;2.32;7.07;7.98;43.02;2.97;9.77;1.36;0.6;4.33;0.89;0.26;1.21;17.98;597;1090;257;43.75;4.63;5.98;0;1.75;1.05;20.16;22.67;452;-4.716056187;137.3609949
1681;2.44;7.7;7.97;40.71;1.58;13.48;1.57;0.71;5.68;0.89;0.27;0.49;16.17;575;1126;166;44.08;4.63;5.98;0;1.75;0.72;20.16;22.67;453;-4.716865251;137.3615356
1681;2.19;6.94;7.87;40.4;2.02;13.87;0.92;0.63;6.84;0.85;0.28;0.75;16.17;558;1025;185;44.15;4.63;5.98;0;1.75;0.52;20.29;22.67;454;-4.716865251;137.3615356
1681;2.33;7.55;8.1;41.45;1.95;12.29;1.14;0.7;5.09;0.99;0.29;0.69;17.19;656;1206;169;43.65;5.13;5.98;0;1.75;0.52;20.29;22.67;455;-4.716865251;137.3615356
1681;2.34;7.79;8.3;42.14;1.57;12.42;1.02;0.6;5.24;1.12;0.31;0.58;16.28;615;1124;226;41.72;5.13;6.14;0;1.75;0.52;20.16;24.59;456;-4.716865251;137.3615356
1681;2.09;4.89;7.91;43.61;0.96;11.09;0.99;0.69;6.47;1.05;0.27;0.23;19.43;1175;1213;267;42.1;5.13;6.14;0;1.56;0.52;19.97;24.59;457;-4.716865251;137.3615356
1685;2.2;4.96;6.41;29.67;0.59;26.11;0.99;0.42;17.58;0.67;0.21;0.2;9.65;175;604;119;41.9;6.22;6;0;1.56;0.52;19.97;23.83;458;-4.717672796;137.3620073
1686;2.14;5.81;7.1;40.27;0.79;4.22;1.51;0.43;3.03;0.71;0.13;2.27;31.02;653;3994;175;42.94;5.13;6.14;0;0.95;0.21;19.97;24.66;459;-4.717866471;137.3622483
1687;2.53;8.8;8.62;42.98;0.95;5.52;0.69;0.49;7.18;1.04;0.33;0.37;20.32;980;222;51;42.97;4.91;6.25;0;0.95;0;19.77;25.15;460;-4.718007155;137.3622621
1687;2.73;8.65;9.5;43.29;1;5.24;0.72;0.55;7.49;1.01;0.36;0.39;18.91;648;256;55;43.09;4.91;6.25;0;0.83;0;19.77;25.15;461;-4.718007155;137.3622621
1688;2.84;8.16;9.91;45.33;0.99;4.98;0.72;0.56;7.22;0.94;0.3;0.36;17.53;617;229;72;43.38;4.4;6.34;0;0.68;0;19.62;25.58;462;-4.718007155;137.3622621
1688;2.75;8.3;9.93;45.16;0.81;3.75;0.57;0.48;7.59;0.98;0.52;0.41;18.63;391;234;32;44.02;4.37;6.34;0;0.4;0;18.97;25.91;463;-4.718007155;137.3622621
1692;2.36;6.33;8.31;42.37;1.25;4.55;2.11;0.66;3.12;1.01;0.28;0.35;26.8;1448;2455;404;44.89;4.32;6.38;0;0.4;0;18.03;25.98;464;-4.718292015;137.3622147
1692;2.41;7.22;8.22;41.17;0.98;6.12;2.1;0.65;3.57;0.94;0.25;0.77;25.17;627;2363;707;45.28;4.32;6.4;0;0.4;0;17.62;25.98;465;-4.718292015;137.3622147
1695;2.44;7.74;8.3;42.58;1.27;7.57;2.06;0.64;4.81;1.01;0.24;0.36;20.58;468;1950;847;45.16;4.4;6.4;0;0.4;0;17;26.64;466;-4.718300028;137.3623922
1695;2.31;7.44;7.9;42.69;1.08;6.19;2.27;0.67;3.81;1.04;0.27;0.47;23.41;495;2035;1225;43.5;4.91;6.4;0;0.43;0;17;27.76;467;-4.718300028;137.3623922
1698;2.03;6.05;7.5;40.36;1.07;12.86;1.31;0.64;8.22;0.95;0.3;0.26;17.96;759;1478;313;42.14;6.26;6.36;0;0.43;0;17.04;27.76;468;-4.718407494;137.3631509
1700;2.15;7.88;8.03;42.27;1.08;11.03;0.99;0.68;5.13;1.02;0.3;0.68;18.31;805;1596;248;41.6;7.23;6.29;0;1;0;17.25;26.64;469;-4.718872094;137.3637667
1702;1.63;3.08;3.83;20.79;0.76;35.54;1.32;0.32;24.2;0.36;0.16;0.14;7.59;381;606;272;41.61;7.51;6.15;0;0.43;0;17.66;26.64;470;-4.719019425;137.3642502
1702;1.4;3.18;3.6;19.37;0.72;36.93;0.95;0.27;25.56;0.25;0.11;0.1;7.35;320;570;314;41.32;7.23;6.15;0;1;0;17.66;26.64;471;-4.719019425;137.3642502
1702;1.84;5.72;4.86;25.98;1.08;28.63;1.55;0.44;19.48;0.55;0.17;0.23;9.28;421;723;237;40.83;7.23;6.15;0;1.49;0;17.66;26.64;472;-4.719019425;137.3642502
1710;2.16;6.14;6.69;34.78;1.17;17.45;1.41;0.52;10.6;0.81;0.18;0.41;17.45;422;945;238;41.19;6.44;6.29;0;1.49;0;16.83;27.76;473;-4.719392299;137.3643346
1710;2.21;5.96;6.54;33.63;1.81;17.93;1.72;0.54;10.87;0.82;0.2;0.56;16.96;446;1132;178;41.59;5.58;6.33;0;1.91;0;16.83;27.76;474;-4.719392299;137.3643346
1714;2.35;7.1;7.67;34.64;3.2;10.46;1.69;0.51;6.73;0.86;0.16;0.76;23.49;440;2174;369;39.95;6.44;6.29;0;1.91;0;17.66;27.76;475;-4.719654198;137.3644488
1714;2.47;6.97;8.16;37.82;1.47;10.63;1.76;0.48;7.02;0.84;0.17;0.6;21.28;375;2022;356;41.49;6.54;6.15;0;1.49;0;17.66;26.67;476;-4.719654198;137.3644488
1715;2.33;6.73;8.84;47.99;1.05;5.41;0.83;0.75;3.56;1.14;0.34;0.29;20.37;898;1606;518;41.44;5.1;6.29;0;1;0;16.83;29.33;477;-4.719654198;137.3644488
1715;2.4;6.81;8.97;47.94;1.05;5.48;0.81;0.71;3.52;1.14;0.31;0.31;20.14;890;1595;396;40.62;5.1;6.29;0;1;0;17.66;29.33;478;-4.719654198;137.3644488
1716;2.33;6.23;7.55;35.4;3.32;12.23;1.41;0.54;8.47;0.92;0.21;0.82;20.25;351;1520;339;40.21;5.1;6.29;0;0.57;0;16.92;30.91;479;-4.719654198;137.3644488
1719;2.25;7.63;8.43;46.8;1.06;6.68;1.13;0.79;3.08;1.04;0.31;0.21;20.19;983;2005;241;40.02;5.1;6.29;0;0;0;16.37;32.22;480;-4.720235188;137.3648371
1721;2.28;7.04;8.38;46.86;1.29;5.26;1.13;0.75;3.78;1.09;0.33;0.28;21;839;1834;913;39.41;6.01;6.18;0;0.57;0;16.92;30.91;481;-4.720705726;137.3646389
1725;1.41;3.31;2.72;12.01;0.52;43.63;0.63;0.07;33.05;0.05;0.06;0.05;2.37;87;164;39;42.01;6.01;6.17;0;1.49;0;17.66;26.66;482;-4.72088754;137.365202
1725;2.25;6.7;8.39;45.09;1.18;7.92;1;0.71;4.53;1.1;0.3;0.3;20.16;888;1858;159;41.94;6.01;6.24;0;1.49;0;17.66;26.66;483;-4.72088754;137.365202
1725;2.39;7.31;8.47;45.48;1.17;6.18;1.16;0.74;3.7;1.11;0.32;0.31;21.23;881;2012;431;42.63;6.8;6.17;0;2.74;0.94;18.22;22.5;484;-4.72088754;137.365202
1727;3.35;8.89;6.86;32.72;7.56;8.76;3.1;0.51;3.09;0.77;0.2;3.99;19.84;310;1265;153;40.48;7.51;6.04;0;4.17;2.06;18.5;21.24;485;-4.721069152;137.3655117
1729;1.85;4.81;4.28;21;0.82;34.59;1.2;0.33;23.98;0.36;0.11;0.1;6.44;266;489;129;41.19;6.8;6.04;0;4.17;2.06;18.5;21.24;486;-4.72118529;137.3662631
1729;2.35;6.89;8.55;45.89;1.11;5.73;0.9;0.84;3.54;1.05;0.34;0.33;22.02;936;1848;479;41.97;6.01;6.04;0;4.17;2.06;18.5;21.24;487;-4.72118529;137.3662631
1732;2.07;4.59;6.72;37.47;0.86;18.29;0.82;0.67;11.55;0.79;0.33;0.17;15.33;466;939;363;44.84;6.01;6.04;0;1.81;1.55;18.5;21.24;488;-4.720891319;137.3667055
1734;1.92;4.19;4.61;23.36;0.79;32.08;1.34;0.37;22.6;0.42;0.13;0.08;7.96;273;500;150;47.13;6.01;6.04;0;0;1.53;18.04;21.24;489;-4.720941088;137.3669212
1736;2.33;6.93;8.69;46.59;1.03;4.83;1.15;0.78;3.61;1.07;0.33;0.3;21.98;822;1712;277;46.2;6.01;6.08;0;1.81;1.86;18.39;19.66;490;-4.720812719;137.3671642
1736;2.01;5.2;8.82;49.84;1.14;2.94;1.12;1.01;2.59;1.17;0.33;0.3;23.09;960;2063;450;45.83;6.37;6.08;0;1.81;1.86;18.39;19.66;491;-4.720812719;137.3671642
1739;1.82;4.14;4.82;24.35;0.83;31.71;1.14;0.41;22.27;0.45;0.13;0.08;7.7;299;492;233;47.65;5.36;6.17;0;0;1.53;18.04;21.24;492;-4.720789758;137.367506
1744;2.78;6.98;8.19;43.32;1.04;6.86;3.07;0.91;3.05;1.01;0.28;0.35;21.69;997;2440;414;47.65;5.36;6.17;0;0;1.53;18.04;21.24;493;-4.72059993;137.3681945
1744;2.3;5.73;8.63;48.74;1.11;3.11;1.49;1.01;2.77;1.16;0.35;0.35;22.79;1007;2296;425;48.7;5.25;6.17;0;0;1.53;18.04;20.3;494;-4.72059993;137.3681945
1747;2.09;4.37;5.91;29.68;0.88;24.2;1.16;0.65;14.93;0.68;0.18;0.12;14.82;492;823;137;48.7;5.25;6.17;0;0;1.53;18.04;20.3;495;-4.72066856;137.3685593
1748;2.01;4.91;6.09;29.78;0.86;25.32;0.84;0.58;17.11;0.7;0.2;0.12;11.31;510;555;111;48.26;5.25;6.17;0;1.81;2.05;18.39;18.07;496;-4.720740058;137.3687138
1749;2.52;9.55;9.03;44.12;0.8;3.34;0.51;0.42;7.32;0.97;0.53;0.44;20.31;567;212;35;48.27;6.37;6.08;0;1.81;2.05;18.39;17.03;497;-4.720812989;137.3687717
1750;2.42;10.48;8.15;41.59;0.9;3.63;0.54;0.41;7.31;1.09;0.3;0.43;22.54;1394;164;39;50.25;7.37;5.81;0;0;1.76;18.39;16.43;498;-4.720812989;137.3687717
1753;2.38;6.42;8.44;46.74;1.02;5.08;0.97;0.88;3.68;1.01;0.3;0.2;22.28;773;1291;798;48.02;7.37;5.81;0;1.81;2.05;18.52;16.43;499;-4.720730627;137.3690158
1781;2.4;5.79;8.67;48.33;1.09;3.36;0.79;0.94;3.6;1.18;0.3;0.33;22.74;912;2238;672;47.86;7.37;5.81;0;1.81;2.05;18.68;16.43;500;-4.72116739;137.3698812
1782;1.69;4.05;4.91;25.84;0.68;30.2;0.82;0.4;21.12;0.46;0.17;0.09;9.38;396;477;261;51.2;5.36;6.14;0;0;1.76;18.52;17.03;501;-4.721671433;137.3700677
1783;1.76;4.22;4.65;23.38;0.78;32.62;0.87;0.34;23.51;0.35;0.12;0.07;7.16;256;360;245;51.11;5.24;6.15;0;0;1.45;18.39;17.67;502;-4.721802737;137.3702257
1784;2.29;6.15;8.76;47.99;0.99;5.39;0.8;0.93;3.48;1.1;0.33;0.22;21.25;882;1083;175;50.71;5.58;6.09;0;0;1.45;18.52;17.67;503;-4.721802737;137.3702257
1786;2.46;6.13;8.76;46.87;1.21;5.42;0.83;0.93;4.24;1.03;0.34;0.23;21.06;869;1234;131;51.48;5.23;6.09;0;0;1.45;18.72;17.03;504;-4.721767781;137.3707356
1788;2.64;6.53;8.63;46.37;1.04;6.01;1.34;0.97;3.77;1.09;0.32;0.22;20.69;862;1173;221;51.18;5.23;6.09;0;0;1.45;18.81;17.25;505;-4.7213902;137.3710602
1790;2.35;11.49;8.34;42.42;0.76;2.96;0.45;0.39;6.99;0.92;0.41;0.44;21.92;939;166;40;51.14;5.23;6.09;0;0;1.45;18.85;17.25;506;-4.721724441;137.3716199
1793;2.82;8.77;10.01;46.68;1;3.43;0.63;0.54;6.82;0.93;0.24;0.36;17.62;710;164;59;49.77;6.15;5.92;0;0.61;1.76;18.94;16.86;507;-4.721724441;137.3716199
1795;2.35;6.16;8.6;47.04;1.11;5.73;0.94;0.97;3.21;1.09;0.34;0.24;21.89;928;1555;122;49.54;5.23;6.09;0;1.27;2.07;18.94;16.86;508;-4.721947183;137.3723066
1796;2.26;6.05;7.63;38.44;1.09;14.8;0.95;0.62;9.74;0.91;0.28;0.17;16.85;608;971;135;47.78;4.32;6.19;0;3.18;2.63;19.03;16.86;509;-4.72211513;137.3727123
1797;1.95;4.27;4.86;24.86;0.9;29.33;1.39;0.47;20.76;0.48;0.14;0.11;10.27;393;656;155;48.06;4.32;6.19;0;3.18;2.63;19.46;16.16;510;-4.722350795;137.3728794
1797;1.92;4.24;4.57;22.88;0.86;31.73;1.34;0.42;22.29;0.43;0.14;0.11;8.92;354;638;206;48.3;3.46;6.26;0;3.18;2.63;20.01;16.16;511;-4.722350795;137.3728794
1800;2.71;5.87;7.56;37.34;0.9;15.92;1.77;0.72;10.12;0.81;0.27;0.17;15.57;728;820;370;45.8;4.32;6.19;0;4.6;2.74;20.19;16.16;512;-4.722647904;137.3727771
1802;2.29;6.27;8.93;47.99;1.03;5.57;0.78;0.86;3.81;1.17;0.33;0.16;20.45;999;1550;161;44.54;5.02;6.05;0;5.31;3.1;20.23;15.76;513;-4.723077261;137.3726735
1805;2.45;8.89;8.78;41.93;2.02;4.01;0.9;0.55;5.65;0.93;0.37;0.46;22.77;871;1391;96;44.56;5.02;6.01;0;5.31;3.1;20.25;15.76;514;-4.723228624;137.3725295
1806;1.98;5.3;7.83;43.12;1.51;13.6;0.79;0.79;7.83;0.96;0.26;0.17;15.58;491;1755;87;44.68;5.02;6.01;0;4.97;2.74;20.35;16.25;515;-4.723228624;137.3725295
1809;2.44;6.54;9.17;47.64;0.95;5.04;0.86;0.8;3.77;1.08;0.42;0.16;20.69;1099;2080;99;46.09;5.02;6.01;0;4.52;2.48;20.44;15.45;516;-4.723536866;137.3727459
