Rank,Sols,SiO2,FeO,Al2O3,SO3,CaO,MgO,Na2O,TiO2,P2O5,K2O,Cl,Cr2O3,MnO,Amorhous_raw,Mafic_raw,Sulfate_raw,Magnetite_raw,Hematite_raw,Quartz_raw,Plagioclase_raw,Clay_raw,Amorhous,Mafic,Sulfate,Magnetite,Hematite,Quartz,Plagioclase,Clay
797,2465,46.54,20.49,9.09,4.3,3.38,6.83,2.59,1.14,1.35,1.12,1.92,0.35,0.42,42.82865245,11.65091197,3.751467444,3.914258471,1.6407677,0.620701005,25.57261526,10.02062569,46.41384069,7.699413873,5.113093006,0.965168398,3.483774563,0.599606071,23.9498569,11.77524651
798,2465,46.39,19.61,8.78,5.44,4.36,7.56,2.48,1.12,0.84,0.82,1.6,0.34,0.22,48.44733902,10.0217858,4.088207439,1.996005805,1.157991838,0.560764172,24.35403079,9.373875133,46.50858537,7.933530542,5.091068197,0.965168398,3.188478699,0.575059812,23.80681868,11.93129031
799,2468,48.61,22.61,9.5,3.78,2.93,5.27,2.53,1.08,0.74,1.23,1.02,0.33,0.06,37.90241504,5.162851782,6.144642538,0,9.133114061,0.889995603,25.97394646,14.79303452,46.40351783,7.843897075,5.087657188,0.965168398,3.294013028,0.585046784,23.86775534,11.95294436
800,2470,48.41,18.84,9.25,5.64,4.41,5.69,2.3,1.16,0.74,1.11,1.64,0.35,0.13,49.85786166,7.330465976,4.916492265,0.9555296,4.078293659,0.7178375,24.84565692,7.29786242,46.70397293,7.751017231,4.963693585,0.970962252,3.433257451,0.618943097,24.15639274,11.40176072
801,2470,47.39,18.8,8.64,6.56,4.61,6.16,2.35,1.17,1.05,1.04,1.31,0.36,0.17,53.27101688,6.113802954,5.094997776,0,2.886960513,0.603485102,23.29405558,8.735681189,46.706827,7.648675639,4.961927619,0.988084902,3.501923892,0.62635528,24.1862658,11.37993987
802,2472,47.03,21.79,8.24,5.02,3.7,6.19,2.22,1.17,0.82,1.15,1.71,0.34,0.15,46.58181763,4.864128183,5.319818657,0,4.448239637,0.659866783,23.50314772,14.62298139,46.54286964,7.727752176,4.952795561,1.064504151,3.53351162,0.629697006,24.247923,11.30094685
803,2472,48.72,18.75,9.14,5.13,3.92,5.86,2.51,1.18,0.93,1.1,1.82,0.37,0.15,50.05636134,8.156891654,4.278609787,2.448551613,2.960509568,0.727226158,25.16663355,6.205216333,46.56357913,7.512226932,5.015223684,1.047326787,3.625976034,0.629283133,24.1674556,11.4389287
804,2474,46.93,22.48,8.82,4.59,3.34,5.81,2.54,1.14,0.81,1.17,1.53,0.33,0.09,41.01252581,5.73536325,5.769430295,0,6.378992015,0.715686149,24.48771595,15.90028653,46.01375602,7.686356075,5.030475462,1.047326787,3.690765374,0.627227088,24.22576892,11.67832428
805,2474,44.14,19.91,8.55,8.67,5.83,5.13,2.53,1.08,0.88,1.09,1.47,0.33,0.11,46.26527618,4.666419641,7.088363906,0,4.827743546,0.406714959,21.20179896,15.54368281,45.5968694,7.339518014,5.19794956,0.862064433,3.971514439,0.622692263,24.07725842,12.33213347
806,2477,44.61,20.42,8.6,5.82,5.15,7.76,2.49,0.96,0.9,0.75,1.22,0.42,0.33,46.6669925,10.86727801,4.316335394,0.903921235,0.661341589,0.447116057,23.69207667,12.44493854,45.16677517,7.101825681,5.244279771,0.862064433,4.22352548,0.636182405,24.12520507,12.640142
807,2478,45.14,21.88,8.49,5.8,4.21,7,2.35,1.14,0.72,1.01,1.37,0.33,0.17,43.1811099,6.795084926,5.687961534,0,4.224066542,0.539832129,23.2062264,16.36571857,44.89515184,7.153598444,5.282116064,0.73061518,4.231520313,0.626935406,24.06970687,13.01035588
808,2478,45.36,21.91,8.56,5.55,3.99,6.85,2.44,1.12,0.81,1.06,1.43,0.34,0.17,43.00946809,7.07920297,5.559817233,0,4.256392755,0.56091742,23.50296957,16.03123196,44.6725133,7.089478135,5.350494417,0.534902256,4.331033036,0.621760412,24.01082982,13.38898863
809,2482,47.88,19.71,8.75,5.47,4.12,6.12,2.35,1.15,0.78,1.19,1.47,0.36,0.19,50.62697641,6.552377267,4.847505295,0.115877091,3.509790293,0.677926258,24.18387056,9.485676827,44.48833386,6.724735926,5.575281178,0.435101966,4.454833046,0.596008249,23.65624231,14.06946347
810,2482,49.19,20.37,9.07,4.25,3.49,5.69,2.31,1.16,0.79,1.29,1.45,0.35,0.17,46.73723331,6.403944154,4.747922364,1.528384996,5.052567911,0.818473997,25.47406621,9.237407061,44.82347372,6.649592163,5.669414198,0.435101966,4.167886134,0.556903707,23.26528602,14.43234209
811,2482,49.19,20.37,9.07,4.25,3.49,5.69,2.31,1.16,0.79,1.29,1.45,0.35,0.17,46.73723331,6.403944154,4.747922364,1.528384996,5.052567911,0.818473997,25.47406621,9.237407061,44.62339816,6.346612734,5.893204905,0.387325486,4.150951484,0.521011832,22.81188291,15.26561249
812,2483,45.51,19.93,8.3,7.3,5.09,6.32,2.28,1.1,0.81,1.07,1.29,0.34,0.18,49.77156818,5.300362537,5.869057361,0,3.28029587,0.487010216,22.03368285,13.25802299,44.04058054,6.155161886,6.044369955,0.387325486,4.274490853,0.503739358,22.60211114,15.99222078
813,2523,44.45,22.05,9.02,5.44,4.73,6.93,2.55,1.16,0.8,0.95,0.98,0.41,0.24,39.509593,9.66408813,5.481719874,0,4.207641125,0.526211085,24.21400396,16.39674283,43.65635774,6.178623187,6.085574737,0.387325486,4.439439138,0.509101607,22.67096764,16.07261046
814,2523,43.87,23.46,8.41,6.37,5.03,5.74,2.18,1.21,0.81,1.07,0.78,0.39,0.27,36.87616327,4.64848125,7.100887429,0,6.778444009,0.504741207,22.29877735,21.79250549,43.05466533,6.582954419,6.052648237,0.484294987,4.29141366,0.492412694,22.67549946,16.36611122
815,2524,47.38,23.57,8.59,4.13,3.85,5.41,2.14,1.3,0.77,1.28,0.49,0.4,0.22,39.17065177,3.648879391,6.169587839,0,7.783948579,0.776173477,24.33204502,18.11871392,42.91913235,7.046940912,5.988676775,0.50732893,3.972464059,0.467378385,22.61489708,16.48318151
816,2525,44,21.85,9,5.08,4.94,7.87,2.53,1.06,0.91,0.82,0.99,0.38,0.27,39.39278113,12.00570488,4.661574475,1.221389786,2.310737141,0.479554838,24.58275143,15.34550632,42.58737472,7.367929351,5.879413906,0.54779066,3.889753502,0.473265202,22.78847848,16.46599418
817,2525,44.13,22.82,8.85,4.82,4.83,7.36,2.56,1.09,0.84,0.81,0.96,0.43,0.23,38.37588146,10.36850578,5.11903452,0,3.63102215,0.517201128,24.39507423,17.59328073,41.89032209,7.828877993,5.759570256,0.921297971,3.856686422,0.46745858,22.90192573,16.37386096
818,2550,39.66,20.74,7.5,11.6,8.25,5.27,2.05,1.1,0.88,0.99,0.8,0.34,0.38,44.76375026,2.726941637,8.583942649,0,3.63399204,0.045720925,17.26228066,22.98337183,41.71238275,7.699377791,5.775993972,0.921297971,4.088395125,0.485689095,23.02695596,16.28990734
819,2550,40.34,20.96,7.61,10.67,7.66,5.44,2.03,1.11,0.93,1,1.04,0.37,0.38,44.60521229,3.659976515,8.027302942,0,3.394175827,0.107904749,18.1548207,22.05060698,41.92492703,7.665569268,5.826850866,0.921297971,4.059370245,0.476749504,22.93030879,16.19492632
820,2552,38.64,20.16,7.3,13.17,9.66,4.63,1.81,1.14,0.69,1.04,0.71,0.36,0.25,45.85635038,1.270877392,9.392306409,0,3.73960066,0,15.77759461,23.96327055,41.82358024,7.525272526,5.888027687,0.915504116,4.170924135,0.477022301,22.88647134,16.31319766
821,2553,41.68,22.23,7.68,9.32,6.71,5.44,2.04,1.22,0.84,1.11,0.55,0.39,0.29,41.61466465,2.284786002,8.118298774,0,5.357747895,0.258035628,19.09862026,23.26784679,41.8528685,7.506213023,5.909614402,0.839084867,4.164221081,0.472540325,22.84020904,16.41524877
822,2557,47.27,22.68,9.09,4.47,3.47,5.97,2.56,1.1,0.75,1.05,0.91,0.33,0.12,38.89736159,5.333354192,6.1439143,0,7.747205331,0.767111758,24.88027776,16.23077506,42.2088864,7.55225465,5.949609286,0.762665617,3.954555636,0.448517316,22.63178326,16.49172783
823,2558,43.26,20.56,9.34,5.19,6.34,8.39,2.7,1.02,0.85,0.58,0.8,0.47,0.31,38.02251302,16.24351629,3.620079779,4.387941631,0,0.393447896,25.25726987,12.07523151,42.41324357,7.534620769,6.031631379,0.762665617,3.864416494,0.428587312,22.44158368,16.52325118
824,2558,40.62,22.1,8.67,6.2,6.71,8.78,2.58,1.14,0.86,0.48,0.72,0.56,0.4,38.30186632,15.01509311,4.490001055,0.460678872,0,0.21499998,23.27566827,18.24169239,42.83853694,7.126816278,6.08074665,0.762665617,3.987449131,0.437867643,22.36946733,16.39645041
825,2563,44.53,21.84,9.07,5.05,4.93,7.42,2.73,1.03,0.82,0.67,0.98,0.42,0.25,39.63012355,11.08618842,4.903106522,0.809234585,3.173532405,0.524451292,24.67342709,15.19993613,43.50304321,7.201094776,5.950952558,0.887139174,3.889771414,0.456487565,22.54500227,15.56650904
826,2564,42.72,20.63,9.1,4.08,7.22,9.73,2.62,0.99,0.77,0.45,0.58,0.53,0.44,32.72593992,20.08625087,1.919462411,8.374067462,0,0.330983628,25.96102159,10.60227412,44.01761991,7.194331865,5.962362641,0.887139174,3.714301823,0.442692391,22.40483514,15.37671706
827,2564,49.01,22.67,9.23,3.65,2.93,4.78,2.64,1.14,0.76,1.17,1.34,0.32,0.1,39.622323,4.205080871,6.016435854,0,8.858240598,0.904442425,25.70683104,14.68664621,44.9299376,7.129690304,5.967671454,0.826069685,3.598764966,0.431034205,22.25353608,14.86329571
828,2567,43.97,19.45,8.67,8.56,5.53,6.42,2.4,1.15,0.88,0.93,1.38,0.31,0.1,47.26035383,6.403032518,6.576955099,0,3.675895146,0.382125604,21.57002611,14.13161169,45.72030118,6.994267411,5.944624788,0.835281823,3.510247565,0.434195566,22.21417618,14.34690549
829,2567,47.71,20.09,8.71,6.3,4.3,5.11,2.43,1.08,1.13,1.03,1.39,0.31,0.11,48.60004049,3.746442424,6.071041723,0,5.740868102,0.683382191,23.30712155,11.85110352,46.08253203,7.135375736,5.81795832,0.835281823,3.518662946,0.458213858,22.47365826,13.67831702
830,2570,48,20.64,8.86,4.98,3.59,5.99,2.5,1.06,0.93,1.06,1.6,0.34,0.13,47.32299847,6.02275409,5.179656669,0,4.918506839,0.728834483,24.54882024,11.27842921,46.2991247,7.228789766,5.719028962,0.835281823,3.647389036,0.488014631,22.77355689,13.00881419
831,2572,44.34,18.2,8.33,8.66,6,7.11,2.46,1.03,0.97,0.79,1.21,0.29,0.14,53.8575915,7.324776695,5.547820029,0,0.859258996,0.338013802,21.30555063,10.76698835,46.69207321,7.61416332,5.483446808,0.835281823,3.478971715,0.509221232,23.11812276,12.26871913
832,2574,41.51,17.22,8.09,12.15,8.14,5.91,2.47,0.98,0.9,0.75,1.24,0.28,0.16,53.85871157,4.947684918,7.509499224,0,1.477513047,0.088410141,18.22969116,13.88848995,46.99761608,7.784919859,5.388285128,0.835281823,3.41493068,0.520623841,23.27507999,11.78326259
833,2574,47.96,20.91,8.36,6.17,4.21,4.78,2.31,1.05,0.85,1.05,1.47,0.3,0.19,48.01546041,1.507998323,6.464025298,0,6.668293856,0.711817706,22.77167702,13.86072738,47.43083016,7.647768742,5.445433128,0.835281823,3.339778826,0.508733444,23.10838933,11.68378455
834,2577,50.55,18.83,9.29,4.5,3.67,5.71,2.51,1.19,0.81,1.06,1.09,0.38,0.14,50.16628852,6.134051204,4.505005587,2.489471146,4.824889664,0.877139646,25.80947613,5.193678106,47.95166606,7.047117342,5.547401259,0.615884741,3.676931349,0.531139032,23.09196612,11.5378941
835,2579,45.65,20.15,8.17,7.61,4.79,6.4,2.4,1.05,0.8,0.95,1.1,0.32,0.17,49.46218576,3.513621162,6.39778951,0,4.274556768,0.500270007,21.52870249,14.3228743,48.41445824,6.516042168,5.656932297,0.592850798,3.93040972,0.545821543,23.02773785,11.31574739
836,2581,44.08,15.52,8.78,9.72,6.95,7.68,2.55,1.12,1.04,0.66,1.09,0.31,0.22,57.6391349,10.71287367,4.767750724,0,0,0.246391117,21.5567702,5.077079388,48.69855209,6.202758589,5.688574819,0.562684129,4.140303788,0.56420853,23.07759659,11.06532147
837,2581,47.26,18.27,8.77,6.54,4.76,7.09,2.32,1.15,0.89,0.78,1.16,0.38,0.2,54.18315314,7.660047914,4.658101204,0.184242765,1.860674118,0.580428338,23.60787619,7.265476326,49.4945596,5.408510613,5.882707917,0.143980755,4.391233638,0.580513629,22.94036002,11.15813383
838,2583,46.37,18.26,8.84,7.98,4.95,6.3,2.4,1.11,0.93,0.85,1.2,0.33,0.21,52.00836734,5.549108146,6.050613291,0,3.802299663,0.526086765,22.45192226,9.611602539,49.33022976,6.003686565,5.711278535,0.440258756,3.948321608,0.556273077,22.92279857,11.08715314
839,2585,48.06,18.72,9.41,6.69,4.44,5.4,2.25,1.09,0.94,0.92,1.31,0.34,0.12,48.93706571,5.528257123,6.048715778,0,5.968697637,0.703920215,24.15279324,8.660550298,48.83033411,6.345939108,5.573588823,0.61858989,3.835224465,0.563531666,23.11590888,11.11688306
840,2585,45.29,18.42,8.53,7.32,5.22,7.65,2.52,1.14,0.93,0.72,1.32,0.36,0.22,53.71532044,8.978348456,4.680663338,0,0.371254234,0.424132019,22.66891213,9.161369381,48.45416333,6.475795113,5.531655075,0.636600611,3.864331385,0.569300878,23.2226231,11.24553051
841,2587,45.24,19.89,8.6,7.53,5.12,6.15,2.52,1.02,1.07,0.83,1.23,0.29,0.14,47.72552217,5.699916787,6.215065163,0,4.076927205,0.486087812,22.23776492,13.55871595,48.61625444,6.420250729,5.486774949,0.844172609,3.930177072,0.586398748,23.34958989,10.76638156
842,2587,45.81,19.72,8.61,8.32,5.06,5.13,2.44,1.05,1.11,0.92,1.15,0.3,0.13,47.56164316,2.590331844,7.2868743,0,6.244168235,0.529303817,21.54646443,14.24121422,48.3389219,6.401201695,5.467375008,0.855008405,4.117800803,0.604992782,23.51884137,10.69585804
843,2590,49.57,19.85,9.2,5.15,3.52,5.24,2.56,1,0.88,1.02,1.19,0.31,0.08,48.43923101,4.230488292,5.659442395,0,6.743050473,0.841559653,24.92880562,9.157422551,48.35400791,6.250800803,5.458806591,0.855008405,4.287329911,0.623224552,23.63054651,10.54027532
844,2591,45.52,19.81,8.63,7.85,5.17,5.48,2.48,1.14,1.11,0.98,1.16,0.32,0.12,47.55770993,4.393589632,6.680621814,0,5.069567411,0.508650197,21.9911029,13.79875812,48.39280178,6.420213015,5.43354613,0.855008405,4.242748187,0.622720905,23.6866989,10.34626268
845,2591,49.73,20.71,9.34,4.3,3.33,5.16,2.58,1.14,0.78,1.15,1.09,0.33,0.09,45.31200052,4.820516847,5.535956962,0.205901199,7.371413771,0.892191044,25.67060186,10.1914178,48.60473874,6.470282617,5.443927387,0.760428008,4.133795404,0.611560704,23.60032959,10.37493756
846,2591,47.37,20.42,8.53,6.08,4.44,5.6,2.52,1.11,0.97,0.99,1.17,0.32,0.12,48.64609011,4.201291354,5.802124385,0,5.018597001,0.65708559,23.21629028,12.45852128,48.47845475,6.71381004,5.339856852,0.760428008,3.920067565,0.586547204,23.3184373,10.88239828
847,2594,43.66,21.86,8.63,3.71,6.12,9.37,2.52,0.99,0.75,0.56,0.69,0.5,0.33,36.33572613,16.10859991,2.587848199,5.925560009,0,0.419631386,25.35560196,13.2670324,48.14583666,6.178166357,5.540597646,0.760428008,4.316714139,0.600254493,23.21936279,11.23863991
848,2594,44.53,22.32,8.94,3.9,4.99,8.22,2.53,1.09,0.8,0.74,0.91,0.45,0.27,37.26244093,13.24808337,3.823160866,3.566622677,1.413952278,0.527297387,25.43223236,14.72621013,48.11372102,5.914570482,5.659288377,0.75121587,4.510059699,0.60006386,23.12737612,11.32370457
849,2594,47.95,22.52,8.96,3.66,3.5,5.87,2.59,1.14,0.85,1.02,1.07,0.41,0.17,41.0766248,6.343562528,5.232366754,0.360214427,6.32300651,0.798766438,25.44140605,14.4240525,47.71944324,5.980831439,5.687835629,0.75121587,4.554338097,0.595777555,23.12240741,11.58815076
850,2597,53.17,18.21,9.64,3.58,2.76,4.34,2.46,1.16,1.25,1.12,1.56,0.34,0.09,50.5648208,4.911866413,4.282054153,4.151439955,6.235420568,1.070791871,27.08815591,1.695450328,47.95696565,5.940849534,5.706059773,0.75121587,4.427344054,0.583109714,22.98649041,11.64796499
851,2601,47.98,19.65,9.15,5.49,3.8,5.98,2.65,1.07,0.96,1.01,1.52,0.32,0.12,48.31094061,6.943796006,5.159821222,0.216715917,4.611733613,0.709894485,24.6905802,9.356517955,48.06215763,5.686368572,5.817410184,0.75121587,4.58279166,0.581804834,22.88408913,11.63416212
852,2601,45.9,17.58,8.5,9.9,5.95,4.95,2.32,1.04,1.06,0.94,1.18,0.3,0.11,54.16043186,1.939667076,7.33813087,0,4.86809521,0.453045555,20.46379397,10.77683546,47.31813688,6.498321845,5.5272212,1.373911719,4.378945299,0.577460343,23.12485718,11.20114554
853,2604,47.98,19.38,9.1,6.37,4.19,5.73,2.38,1.03,1.03,0.94,1.11,0.26,0.18,48.79133777,4.896242571,5.95881609,0,5.776659382,0.701744762,23.89472482,9.980474598,46.99370974,7.121187333,5.208053676,2.03100003,4.066736888,0.595785459,23.49444205,10.48908483
854,2606,48.25,17.87,8.99,6.37,4.19,6.45,2.64,1.19,0.81,0.87,1.46,0.38,0.15,54.40502765,7.135443231,4.712630722,0.597863211,2.645834,0.653935629,24.0820899,5.767175655,46.23604819,8.010279489,4.925081556,2.731531046,3.729584364,0.576528788,23.62355847,10.16738809
855,2608,36.84,22.42,5.08,9.4,4.74,15.63,1.68,0.44,0.83,0.37,1.22,0.68,0.35,46.93650605,8.384169628,4.316378815,0,0,0,15.89085673,24.47208878,43.8581627,7.903086963,5.240586297,2.731531046,4.017189152,0.551096278,23.19650552,13.1655409
856,2608,46.69,17.64,8.47,10.78,5.55,4.23,2.16,1.06,0.76,1.02,0.94,0.3,0.11,50.98677301,0,8.782566599,0,7.932931466,0.520536898,19.57528005,12.20191198,42.78812152,8.987398581,4.963788449,3.675804588,3.648618464,0.533790275,23.41020698,12.65597001
857,2611,47.28,17.53,8.89,8.94,5.08,5.09,2.31,1.05,0.81,0.95,1.27,0.33,0.11,53.54084048,2.388130415,7.03191582,0,5.727585333,0.576615686,21.76814283,8.966769437,42.96348845,8.99840131,4.957725608,3.675804588,3.663226485,0.537693199,23.44636573,12.42099349
858,2613,44.21,20.12,8.93,7.88,5.13,6.76,2.51,1.07,0.81,0.62,1.14,0.33,0.19,44.12281161,6.874327287,6.621558327,0,4.687867624,0.440360663,22.35254805,14.90052644,43.94162914,8.463870171,5.091224959,3.385621161,3.894891266,0.555224403,23.40504613,11.92619162
859,2616,45.74,17.75,8.64,8.99,5.85,6.17,2.51,0.99,0.8,0.66,1.05,0.28,0.12,53.68751392,4.728619034,6.41319866,0,3.428816768,0.450563381,21.43445329,9.856834952,44.42939033,7.871329958,5.291974921,3.207290027,4.252227764,0.561831311,23.250925,11.79872954
860,2631,45.48,16.69,8.67,10.22,6.37,5.95,2.42,0.86,0.86,0.73,0.72,0.27,0.25,55.81916002,3.888729207,6.907671571,0,3.480206343,0.398034432,20.62088655,8.885311873,45.15307508,7.748690271,5.286537206,3.189279306,4.167775646,0.561616325,23.18813432,11.36859071
861,2631,44.42,19.13,9.16,3.23,7.25,8.74,3.22,0.77,0.9,1.21,0.74,0.63,0.48,32.84510716,21.93898225,0.411285473,12.45391699,0,0.399197989,27.05312581,4.898384322,45.16227573,7.878714709,5.33354455,2.981707308,4.019846323,0.537623947,23.02171723,11.72826906
862,2640,51.62,16.76,9.83,2.26,5.8,6.3,3.05,0.94,1.15,0.91,0.5,0.28,0.32,41.07310044,15.0476416,0.90352382,13.14176622,0,0.895806128,28.93816179,0,45.56755573,7.531524909,5.440114661,2.970871512,4.138722673,0.536853961,22.87716078,11.60089463
863,2641,45.49,18.72,9.09,2.66,7.05,7.44,3.36,1.01,1.13,2.28,0.66,0.32,0.43,33.28600009,22.01233141,0,14.01062032,0,0.456426244,27.51113416,2.723487766,45.40394426,7.624373766,5.438564122,2.970871512,4.082993773,0.529949871,22.85125262,11.76174893
864,2642,24.55,40.12,5.2,8.55,3.59,7.53,1.66,0.43,0.69,0.21,1.81,0.08,5.11,0,2.249739117,12.99071664,0,10.82166318,0,13.4500439,73.76181428,45.63928297,8.073728291,5.336807437,3.097588308,3.794160804,0.511256183,22.82991596,11.3809589
865,2642,46.64,17.06,10.2,1.9,6,7.89,4.17,0.92,1.31,2.37,0.58,0.28,0.35,23.91117692,26.5067492,0,19.09137204,0,0.54607097,29.94463088,0,45.01295313,8.119066898,5.536737541,3.067695147,3.738305005,0.478559402,22.46767438,12.24270734
866,2645,48.86,18.61,9.05,6.39,4.12,5.87,2.38,1.01,0.98,0.78,1.3,0.25,0.13,52.15342868,4.421345944,5.680867558,0,5.310757421,0.735144072,23.93946533,7.758990995,45.17279098,8.235433138,5.469561172,3.407672681,3.803907342,0.51915959,23.00969996,11.04547399
867,2647,49.86,16.93,9.42,6.63,3.94,5.75,2.61,1,0.88,0.84,1.25,0.34,0.1,55.89854008,5.417977129,5.257835211,0.121891471,4.633295626,0.770255468,24.52920997,3.370995043,44.89583703,8.882632384,5.170133023,3.716140676,3.407260769,0.524167662,23.32520731,10.74232
868,2653,47.36,19.03,9.19,8.34,3.37,5.63,2.18,0.98,1.26,0.82,0.95,0.3,0.18,47.01766469,1.397279113,7.83816012,0,8.560682234,0.659435544,22.3498098,12.1769685,44.51142707,9.342296727,4.961793108,3.991298515,3.120881502,0.527880289,23.5205814,10.68754025
869,2653,50.02,18.27,8.86,5.86,3.93,4.98,2.68,1.08,0.92,0.88,1.71,0.31,0.14,55.55031968,3.890768781,5.123612453,0,4.63396415,0.794466729,24.18559242,5.821275791,44.7850442,9.546200204,4.8060567,4.159152322,2.886488121,0.533561721,23.63036459,10.316831
870,2656,46.9,18.79,9.02,6.62,4.15,6.91,2.62,1.03,0.95,0.79,1.22,0.31,0.15,50.74883391,7.512355176,5.222201029,0,3.27683411,0.590944301,23.75981414,8.889017335,44.38723085,10.00584947,4.554948781,4.690157553,2.715047283,0.550346404,23.93612926,9.823989252
871,2656,49.18,16.84,8.88,8.95,5.59,4.02,2.19,1.06,0.91,0.94,0.77,0.29,0.11,56.41654052,0,7.291223447,0,6.98926061,0.694494764,21.79945124,6.809029424,43.87090891,10.48459385,4.295305459,5.210572752,2.541036966,0.572629243,24.30454794,9.384103736
872,2658,43.75,18.52,8.32,10.11,6.55,6.16,2.28,0.94,0.86,0.68,0.86,0.3,0.2,50.8882026,3.796644224,7.307120077,0,3.753517218,0.314963764,19.94563074,13.99392138,44.17275293,10.22323576,4.421116655,4.798831606,2.541036966,0.565341031,24.15279845,9.788585458
873,2659,44.84,15.22,9.43,8.56,6.2,8.61,2.9,0.97,0.95,0.7,0.71,0.32,0.33,53.49811185,13.88333308,3.923682406,2.534335905,0,0.327871001,23.46799166,2.3646741,44.1293269,10.6586778,4.375940464,4.663587887,2.541036966,0.520550724,23.84743574,9.927142367
874,2660,36.15,19.49,8.12,13.49,7.7,8.01,2.58,0.94,0.87,0.37,1.34,0.28,0.27,41.87843098,8.04221536,8.711232788,0,1.528718018,0,16.83725836,23.0021445,44.87556223,10.13508717,4.517598062,4.266294523,2.544461245,0.532196674,23.76954176,10.02295719
875,2660,50.33,17.26,9.55,4.26,3.97,7.6,2.79,0.99,0.91,0.89,0.62,0.29,0.28,50.13326302,10.71149443,2.972851434,6.799550668,1.312046746,0.81200377,26.73136825,0.527421683,47.12395811,10.69096037,3.96686743,4.720190464,2.003378086,0.570298842,24.45940333,6.464943376
876,2662,47.27,19.19,9.05,4.18,4.75,7.69,2.96,0.93,1.14,0.89,1.11,0.28,0.24,45.44769402,12.94398493,2.794003633,6.169359918,0,0.620698341,25.88542695,6.13883222,47.98595339,10.08914359,4.104909329,4.112749743,2.003378086,0.573757247,24.28628839,6.843820228
877,2662,47.5,20.1,8.73,3.71,4.62,7.36,2.94,0.94,1.16,0.93,1.19,0.29,0.24,45.85264111,11.58141727,2.865117519,5.503156772,0,0.650868208,25.67562468,7.871174444,47.45180396,10.58472827,3.883529128,4.704556251,1.737840215,0.581163437,24.52450181,6.531876935
878,2665,46.66,19.02,8.74,5.3,5.4,7.36,2.7,0.94,0.93,0.8,1.01,0.36,0.25,49.59515426,10.95239683,3.506830151,3.357076136,0,0.553989302,24.54821193,7.486341393,46.67479919,11.22215565,3.742740539,4.878621221,1.506175434,0.544335857,24.4184342,7.012737904
879,2665,50.21,17.41,9.34,3.02,5.29,6.75,3.26,1,1.07,0.89,0.98,0.29,0.25,45.73124705,13.9216044,1.391040285,10.62010463,0,0.786257044,27.54974658,0,44.32391596,11.63181442,3.795261834,4.878621221,1.297081687,0.51136408,24.131563,9.728625409
880,2665,50.5,18.03,9.53,2.63,5.05,6.16,3.38,1,1.12,0.94,0.88,0.28,0.25,45.49272122,13.46361672,1.714805143,10.40830398,0,0.843691223,27.98926016,0.087601565,44.01020449,11.58199143,4.006538812,4.878621221,1.258005452,0.471640744,23.75678967,10.33445579
881,2666,42.04,20.69,8.54,5.46,7.27,7.78,2.89,0.92,1,0.74,1.68,0.3,0.33,38.88198757,16.71182046,2.927509378,4.219094063,0,0.253433741,24.01813604,12.98801876,43.66345663,11.93459249,3.94819905,4.95324448,1.094163747,0.454828066,23.73325672,10.51650643
882,2666,40.6,16.25,7.62,6.67,3.31,17.11,1.86,0.85,0.97,2.14,1.42,0.25,0.25,40.20457982,23.75648242,0,10.43689185,0,0,22.83090772,2.771138183,42.66915495,12.82131355,3.718524361,5.202729014,0.744700716,0.43228316,23.8593134,10.85022846
883,2666,48.42,18.74,9.03,4.12,5.18,6.72,2.93,1,1.25,0.93,0.71,0.3,0.25,48.21070661,11.54051884,2.833151976,6.064753031,0.068485584,0.689345229,25.95325446,4.639784269,41.98261653,13.55722,3.490564349,5.495733899,0.557024855,0.430511794,24.10822165,10.67635453
884,2684,49.29,18.68,9.27,2.99,6.1,5.39,3.51,1.07,1.04,0.93,0.91,0.28,0.26,44.96791753,13.36720307,1.976104001,9.077918821,0,0.762043372,27.24727527,2.601537943,41.26081591,13.72263688,3.456364572,5.529508878,0.557024855,0.422557447,24.1070432,11.24229587
885,2684,46.64,19.94,9.29,3.71,5.88,6.29,3.39,1.07,1.09,0.89,0.91,0.31,0.27,41.15108264,14.4704136,2.760837964,6.942557614,0,0.61523907,26.48233207,7.577537041,41.2895873,14.13801741,3.174947413,5.712419888,0.480588954,0.433834795,24.44338259,10.62546926
886,2686,50.55,19.23,9.46,1.43,5.28,5.58,3.68,1.06,1.12,0.96,0.84,0.31,0.25,41.47044006,14.3330395,1.253263545,11.83613017,0,0.883267869,28.70373371,1.520125151,40.73735227,14.43781019,3.215076807,5.491273488,0.414986617,0.402783408,24.28412666,11.31483817
887,2690,40.01,19.88,7.95,6.73,5.07,11.36,2.04,1,1.09,1.43,2.18,0.27,0.49,40.35844466,18.1665249,2.442063429,3.603190867,0,0.033703873,22.40785786,12.98821441,40.30566555,14.68593997,3.207852489,5.487445823,0.414986617,0.388163859,24.24746015,11.56073315
888,2690,26.38,39.65,5.09,4.89,3.6,8.57,1.57,0.58,0.62,0.24,1.97,0.14,6.33,0,9.590454521,8.888586022,0,4.378807311,0,16.61238571,66.4947186,39.95434429,14.91981079,3.183761316,5.436210048,0.414986617,0.367383627,24.14454026,11.87721067
